+-------------+--------------+-----------------------------------------------------------------------+----------------+
| Last Name   | First Name   | Title                                                                 | Release Date   |
| Ortiz       | Mia          | Quest for Emily Hayes                                                 | 1907-05-18     |
| Taylor      | Ethan        | Elijah Turner's Rural Lakeside Terrace                                | 1959-04-21     |
| Myers       | James        | Lucas Thornton's Willowbrook Grove                                    | 1905-10-09     |
| Evans       | Grace        | Hidden Enchanting Exotic Woodland Park                                | 1928-04-07     |
| Kim         | Harper       | Enigma Timeless Breathtaking Tranquil Willowdale Heights              | 1920-06-09     |
| Turner      | James        | Dreams in the Enigmatic Tranquil Eclectic Willowbrook Grove           | 1993-10-15     |
| Peterson    | Mia          | Beyond the Ethan Wells                                                | 1945-10-10     |
| Rivera      | Liam         | Magic Grace Mitchell                                                  | 1951-05-13     |
| Cooper      | Sophia       | Realm of Urban Secluded Solitary Riverstone Ranch                     | 1917-08-21     |
| Chavez      | Sophia       | Legacy from Ancient Charming Stonebridge Ridge                        | 2003-01-01     |
| Torres      | Grace        | Underneath Ethan Wells                                                | 1938-02-20     |
| Nguyen      | Emily        | Ethan Wells's Captivating Laurelwood Glen                             | 1914-01-13     |
| Reed        | Caleb        | Chronicles from Samuel Griffin                                        | 1992-03-17     |
| Sanders     | Isabella     | Legacy from Emily Hayes                                               | 1986-04-09     |
| Anderson    | Alexander    | Charlotte Taylor's Charming Serene Meadowbrook Springs                | 1904-08-07     |
| Green       | Mia          | Echoes of Mia Sullivan                                                | 2011-10-01     |
| Smith       | Natalie      | Destiny's Golden Valley Meadows                                       | 1917-10-24     |
| Miller      | Emma         | Quest for Harper Nelson                                               | 2016-04-17     |
| Hill        | James        | Samuel Griffin's Whispering Pines                                     | 2010-10-13     |
| Williams    | Abigail      | Echoes of Harper Nelson                                               | 1930-11-05     |
| Wood        | Grace        | City of Benjamin Mitchell                                             | 1928-11-14     |
| Rogers      | Abigail      | Enigma Ethan Wells                                                    | 1985-10-05     |
| Clark       | Charlotte    | Guardians of Urban Serene Crestview Heights                           | 1977-10-02     |
| Nelson      | Jackson      | Ethan Wells's Pristine Welcoming Stonebridge Ridge                    | 1974-04-12     |
| Baker       | Alexander    | Enigma Ethan Wells                                                    | 1969-06-11     |
| Adams       | Victoria     | Lucas Thornton's Rural Brookside Meadows                              | 1978-01-19     |
| Parker      | Benjamin     | Whispering Olivia Bennett                                             | 2012-11-15     |
| Ward        | Mason        | Legacy of Secluded Vintage Magical Greenbriar Estates                 | 1952-12-22     |
| Kim         | Benjamin     | Beyond the Evergreen Valley                                           | 1958-10-11     |
| Lewis       | Daniel       | Grace Mitchell's Modern Tranquil Picturesque Laurelwood Glen          | 2006-07-10     |
| Davis       | Jackson      | Caleb Reynolds's Autumnwood Grove                                     | 1961-05-21     |
| White       | Sophia       | Magic Emily Hayes                                                     | 1994-03-11     |
| Allen       | Jackson      | Chronicles of Majestic Enchanting Whimsical Redwood Ridge             | 1963-10-17     |
| Ward        | Mason        | Legacy of Secluded Vintage Magical Greenbriar Estates                 | 2010-10-05     |
| Foster      | Isabella     | Henry Crawford's Welcoming Picturesque Lakeside Terrace               | 1927-12-24     |
| Roberts     | Samuel       | Isabella Montgomery's Surreal Oakridge Bluffs                         | 1986-01-17     |
| Rivera      | Liam         | Magic Grace Mitchell                                                  | 1956-07-13     |
| Roberts     | David        | Voyage to Emily Hayes                                                 | 1986-06-24     |
| Miller      | Scarlett     | Grace Mitchell's Coastal Redwood Ridge                                | 1929-09-02     |
| King        | Mia          | Dreams of Ava Harrison                                                | 1938-08-24     |
| Alvarez     | Sophia       | Legacy of Picturesque Lakeshore Landing                               | 1988-11-05     |
| Reyes       | Jackson      | Emily Hayes's Evergreen Valley                                        | 1989-02-20     |
+-------------+--------------+-----------------------------------------------------------------------+----------------+
